code,icao,name,latitude,longitude,elevation,url,time_zone,city_code,country,city,state,county,type
DBT,HADT,Debra Tabor,11.968056,38.025276,7378,,Africa/Addis_Ababa,DBT,ET,,,,AP
DBU,,Dambulu Oya Tank,7.86,80.651665,538,,Asia/Colombo,DBU,LK,Dambulla,Central,,AP
DBV,LDDU,Dubrovnik Airport,42.56149335,18.26433626257242,469,,Europe/Zagreb,DBV,HR,Jasenice,Dubrovacko-Neretvanska,,AP
DBY,YDAY,Dalby,-27.158043149999997,151.2593983957837,1112,,Australia/Brisbane,DBY,AU,Dalby,Queensland,Western Downs,AP
DCA,KDCA,Ronald Reagan National Airport,38.853436,-77.04346,52,http://www.flyreagan.com/dca/reagan-national-airport,America/New_York,WAS,US,,,,AP
DCF,TDCF,Canefield Airport,15.5,-61.333332,1610,,America/Dominica,DOM,DM,,,,AP
DCG,,Dubai Creek SPB,25.2644444,55.3116667,88,,Asia/Dubai,DXB,AE,,,,AP
DCI,LIED,Rafsu Decimomannu,39.35,8.966667,49,,Europe/Rome,DCI,IT,Villasor,Sardinia,Provincia di Cagliari,AP
DCK,DCK,Dahl Creek Airport,66.9441134,-156.9057329,219,,America/Anchorage,DCK,US,,,,AP
DCM,LFCK,Mazamet Airport,43.5563998,2.289003274410029,741,,Europe/Paris,DCM,FR,Lagarrigue,Midi-Pyrenees,Departement du Tarn,AP
DCN,YCIN,RAAF Curtin,-17.580804,123.82154363476033,236,,Australia/Perth,DRB,AU,,,,AP
DCP,,Cabin Plant Heliport,59.23361111,-121.691388,2112,,America/Vancouver,DCP,CA,Fort Nelson,British Columbia,Fort Nelson,AP
DCR,,Decatur Hi-Way,40.833332,-84.933334,790,,America/Indiana/Indianapolis,DCR,US,Decatur,Indiana,Adams County,AP
DCT,MYRD,Duncan Town,22.25,-75.75,0,,America/Nassau,DCT,BS,Duncan Town,Ragged Island,,AP
DCU,KDCU,Pyor,34.6,-86.98333,610,,America/Chicago,DCU,US,Decatur,Alabama,Morgan County,AP
DCY,ZUDC,Daocheng Yading Airport,29.31628015,100.06055347834386,14455,,Asia/Shanghai,DCY,CN,Sangpi,Sichuan,,AP
DDC,KDDC,Dodge City Municipal Airport,37.7611827,-99.9657378,2582,,America/Chicago,DDC,US,Dodge City,Kansas,Ford County,AP
DDD,VRMU,Dhaalu Airport,2.66648215,72.88611679765515,0,,Indian/Maldives,DDD,MV,Kudahuvadhoo,Dhaalu Atholhu,,AP
DDG,ZYDD,Langtou Airport,40.02644170000001,124.2815411011791,29,http://www.ddcei.gov.cn/english/index.html,Asia/Shanghai,DDG,CN,,,,AP
DDI,,Daydream Island,-20.266666,148.81667,0,,Australia/Brisbane,DDI,AU,,,,AP
DDM,,Dodoima,-8.483333,145.16667,0,,Pacific/Port_Moresby,DDM,PG,,,,AP
DDN,YDLT,Delta Downs,-16.916668,141.3,45,,Australia/Brisbane,DDN,AU,,,,AP
DDP,,Dorado Beach,18.483334,-66.15,0,,America/Puerto_Rico,DDP,PR,Levittown,Toa Baja,,AP
DDR,,Shigatse Tingri Airport,28.604567,86.798,14108,,Asia/Shanghai,DDR,CN,Xigaze,,,AP
DDU,OPDD,Dadu,26.75,67.75,101,,Asia/Karachi,DDU,PK,Dadu,Sindh,,AP
DEA,OPDG,Dera Ghazi Khan Airport,29.9462594,70.5222664,383,,Asia/Karachi,DEA,PK,,,,AP
DEB,LHDC,Debrecen Airport,47.55,21.7,370,http://www.airportdebrecen.hu/,Europe/Budapest,DEB,HU,Debrecen,Hajdu-Bihar,,AP
DEC,KDEC,Decatur Airport,39.83349835,-88.86199100508733,692,,America/Chicago,DEC,US,Long Creek,Illinois,Macon County,AP
DED,VIDN,Dehra Dun Airport,30.316668,78.03333,2142,http://aai.aero/allAirports/dehradun_generalinfo.jsp,Asia/Kolkata,DED,IN,Dehradun,Uttarakhand,Dehradun,AP
DEE,UHSM,Mendeleyevo Airport,43.96107965,145.6840017586635,692,,Asia/Sakhalin,DEE,RU,Yuzhno-Kurilsk,Sakhalin,Yuzhno-Kurilsky District,AP
DEF,OIAD,Dezful Airport,32.4401058,48.385778,475,,Asia/Tehran,DEF,IR,Andimeshk,Khuzestan,,AP
DEH,KDEH,Municipal,43.3,-91.8,853,,America/Chicago,DEH,US,Decorah,Iowa,Winneshiek County,AP
DEI,FSSD,Denis Island,-3.80192305,55.667200670657294,49,,Indian/Mahe,DEI,SC,,,,AP
DEL,VIDP,Indira Gandhi International Airport,28.5551678,77.08473847979485,757,http://www.newdelhiairport.in/,Asia/Kolkata,DEL,IN,Gurgaon,Haryana,Gurgaon,AP
DEM,HADD,Dembidollo,8.5508879,34.85988637487796,5055,,Africa/Addis_Ababa,DEM,ET,Dembi Dolo,Oromiya,,AP
DEN,KDEN,Denver International Airport,39.8606676,-104.68536732610298,5347,http://www.flydenver.com/,America/Denver,DEN,US,Lochbuie,Colorado,Weld County,AP
DEO,,Hyatt Regency Heliport,42.3,-83.166664,587,,America/Detroit,DEO,US,Melvindale,Michigan,Wayne County,AP
DEP,VEDZ,Deparizo,27.35,94.0,1115,,Asia/Kolkata,DEP,IN,,,,AP
DEQ,,Deqing Moganshan Airport,30.504167,120.107222,29,,Asia/Shanghai,DEQ,CN,Leidian,Zhejiang Sheng,,AP
DER,AYDE,Derim,-6.1,147.08333,5269,,Pacific/Port_Moresby,DER,PG,,,,AP
DES,FSDR,Desroches,-5.696611750000001,53.655951954638475,32,,Indian/Mahe,DES,SC,Port Glaud,Port Glaud,,AP
DET,KDET,Detroit City,42.4112358,-83.00852132166864,600,,America/Detroit,DTT,US,Hamtramck,Michigan,Wayne County,AP
DEX,WAVD,Nop Goliat Airport,-4.8560338000000005,139.47972109915636,154,,Asia/Jakarta,DEX,ID,,,,AP
DEZ,OSDZ,Al Jafrah,35.28755,40.186806,682,,Asia/Damascus,DEZ,SY,Deir ez-Zor,Deir ez-Zor,,AP
DFA,,Danfeng Airport,33.7085,110.2493,1850,,Asia/Shanghai,DFA,CN,Yaoshi,Shaanxi,,AP
DFI,KDFI,Memorial,41.283333,-84.36667,685,http://www.defiance-county.com/airport/index.html,America/New_York,DFI,US,Defiance,Ohio,Defiance County,AP
DFP,YDDF,Drumduff,-16.0,143.33333,416,,Australia/Brisbane,DFP,AU,,,,AP
DFW,KDFW,Dallas/Fort Worth International Airport,32.89651945,-97.0465220537124,574,https://www.dfwairport.com/,America/Chicago,DFW,US,Grapevine,Texas,Tarrant County,AP
DGA,,Dangriga,17.183332,-88.566666,337,,America/Belize,DGA,BZ,,,,AP
DGB,,Danger Bay,58.083332,-152.75,374,,America/Anchorage,DGB,US,,,,AP
DGC,HADB,Degahbur,8.233333,43.583332,3553,,Africa/Addis_Ababa,DGC,ET,Baligubadle,Woqooyi Galbeed,,AP
DGD,YDGA,Dalgaranga,-27.818056,117.30139,1371,,Australia/Perth,DGD,AU,,,,AP
DGE,YMDG,Mudgee,-32.56243675,149.61393426355673,1515,,Australia/Sydney,DGE,AU,Mudgee,New South Wales,Mid-Western Regional,AP
DGF,CAL3,Douglas Lake,50.1645563,-120.1702593,2703,,America/Vancouver,DGF,CA,,,,AP
DGG,,Daugo,68.03,-162.9,898,,Pacific/Port_Moresby,DGG,PG,,,,AP
DGH,VEDO,Deoghar International Airport,24.444722,86.7025,833,https://www.aai.aero/en/airports/deoghar,Asia/Kolkata,DGH,IN,Deoghar,Jharkhand,,AP
DGK,,Dugong,-22.134167,35.443611,0,,Africa/Maputo,DGK,MZ,,,,AP
DGL,KDGL,Douglas Municipal,31.35,-109.566666,3959,,America/Phoenix,DUG,US,,,,AP
DGM,,Dongguan,23.03,113.74,98,,Asia/Colombo,DGM,LK,Nancheng,Guangdong,,AP
DGN,KNDY,NAF,38.2,-88.683334,511,,America/New_York,DGN,US,Wayne City,Illinois,Wayne County,AP
DGO,MMDO,Guadalupe Victoria Airport,24.125,-104.525,6082,,America/Monterrey,DGO,MX,Jose Refugio Salcido,Durango,Durango,AP
DGP,EVDA,Daugavpils,55.88333,26.533333,252,,Europe/Riga,DGP,LV,Daugavpils,Daugavpils,,AP
DGR,NZDA,Dargaville,-35.93911065,173.89407140060214,36,,Pacific/Auckland,DGR,NZ,,,,AP
DGT,RPVD,Dumaguete Airport,9.3340538,123.30198574210306,19,,Asia/Manila,DGT,PH,Dumaguete,Central Visayas,Province of Negros Oriental,AP
DGU,DFOD,Dedougou,12.458054449999999,-3.491975385684568,967,,Africa/Ouagadougou,DGU,BF,Dedougou,Boucle du Mouhoun,Province du Mouhoun,AP
DGW,KDGW,Converse County,42.75,-105.4,4786,,America/Denver,DGW,US,Douglas,Wyoming,Converse County,AP
DHA,OEDR,King Abdulaziz AB,26.39286,50.17475,29,,Asia/Riyadh,DHA,SA,Dammam,Eastern Province,,AP
DHB,,Deer Harbor,48.6209117,-123.0032063,0,,America/Los_Angeles,DHB,US,,,,AP
DHD,YDRH,Durham Downs,-26.1,149.08333,1020,,Australia/Brisbane,DHD,AU,,,,AP
DHF,OMAM,Al Dhafra Military Airport,24.433332,54.65,42,https://www.dhafra.af.mil/,Asia/Dubai,AUH,AE,,,,AP
DHG,,Dalnegorks,44.55892,135.491233,846,,Asia/Vladivostok,DHG,RU,Dal'negorsk,Primorskiy,,AP
DHH,,Balikun Dahe Airport,43.7546,93.1311,5659,,Asia/Urumqi,DHH,CN,,,,AP
DHI,VNDH,Dhangarhi,28.683332,80.63333,554,,Asia/Kathmandu,DHI,NP,Dhangarhi,Far Western,,AP
DHL,,Dhala,13.7375,44.729168,4763,,Asia/Aden,DHL,YE,Dhalie,Ad Dali',Ad Dhale'e,AP
DHM,VIGG,Gaggal Airport,32.3,76.26667,7900,,Asia/Kolkata,DHM,IN,Dharmsala,Himachal Pradesh,Kangra,AP
DHN,KDHN,Dothan Regional Airport,31.32003875,-85.44995912385775,324,,America/Chicago,DHN,US,Midland City,Alabama,Dale County,AP
DHO,,Horn River,59.4593,-122.2553,2299,,America/Vancouver,DHO,CA,,,,AP
DHR,EHKD,De Kooy/Den Helder Airport,52.95,4.75,32,,Europe/Amsterdam,DHR,NL,Den Helder,North Holland,Gemeente Den Helder,AP
DHT,KDHT,Dalhart,36.066666,-102.51667,3959,,America/Chicago,DHT,US,Dalhart,Texas,Dallam County,AP
DHX,WARD,Dhoho International Airport,-7.761672,111.951521,371,,Asia/Jakarta,DHX,ID,,,,AP
DIA,OTBD,Doha International Airport,25.2607,51.5646,55,,Asia/Qatar,DIA,QA,Doha,,,AP
DIB,VEMN,Dibrugarh Airport,27.4854679,95.0170764,334,,Asia/Kolkata,DIB,IN,Dibrugarh,Assam,Dibrugarh,AP
DIE,FMNA,Antsiranana/Arrachart,-12.346593299999999,49.28811328393599,331,,Indian/Antananarivo,DIE,MG,Antsiranana,Diana,,AP
DIG,ZPDQ,Diqing Shangri-La Airport,27.796736850000002,99.68187687453684,10754,,Asia/Shanghai,DIG,CN,Shangri-La,Yunnan,Deqen Tibetan Autonomous Prefecture,AP
DIJ,LFSD,Dijon,47.26619305,5.088719823533332,675,http://www.aeroport.dijon.cci.fr/,Europe/Paris,DIJ,FR,Ouges,Bourgogne,Departement de la Cote-d'Or,AP
DIK,KDIK,Dickinson Regional Airport,46.833332,-102.9,2506,http://dickinsonairport.com/,America/Boise,DIK,US,Dickinson,North Dakota,Stark County,AP
DIL,WPDL,Comoro Airport,-8.549616,125.525,68,,Asia/Dili,DIL,TL,Dili,Dili,,AP
DIM,DIDK,Dimbokro,6.75,-4.766667,282,,Africa/Abidjan,DIM,CI,Dimbokro,Lacs,,AP
DIN,VVDB,Dien Bien Airport,21.3949323,103.00703615040092,1519,,Asia/Ho_Chi_Minh,DIN,VN,Dien Bien Phu,Huyen Dien Bien,,AP
DIO,,Diomede Island,65.75,-168.95,141,,America/Nome,DIO,US,,,,AP
DIP,DFED,Diapaga,12.033333,2.033333,892,,Africa/Ouagadougou,DIP,BF,,,,AP
DIQ,SNDV,Divinopolis,-20.18147045,-44.870044517354316,2562,,America/Sao_Paulo,DIQ,BR,Divinopolis,Minas Gerais,Divinopolis,AP
DIR,HADR,Aba Tenna D Yilma Airport,9.61338,41.857994,3802,,Africa/Addis_Ababa,DIR,ET,Dire Dawa,Dire Dawa,,AP
DIS,FCPD,Loubomo,-4.20510725,12.658930515565826,1007,,Africa/Brazzaville,DIS,CG,Dolisie,Niari,,AP
DIU,VA1P,Diu Airport,20.71439565,70.92204629253624,52,http://aai.aero/allAirports/diu_airpo_gi.jsp,Asia/Kolkata,DIU,IN,Diu,Daman and Diu,Diu,AP
DIV,,Divo,5.8,-5.25,311,,Africa/Abidjan,DIV,CI,Divo,Sud-Bandama,,AP
DIW,,Mawella Lagoon Airport,5.990751,80.73323,0,,Asia/Colombo,DIW,LK,,,,AP
DIY,LTCC,Diyarbakir Airport,37.89232495,40.19921443496927,2227,,Europe/Istanbul,DIY,TR,Baglar,Diyarbakir,,AP
DJA,DBBD,Djougou,9.6922065,1.636236,1466,,Africa/Porto-Novo,DJA,BJ,Djougou,Donga,,AP
DJB,WIJJ,Sultan Thaha Airport,-1.6392544500000001,103.6461509755231,65,,Asia/Jakarta,DJB,ID,Jambi City,Jambi,,AP
DJE,DTTJ,Melita Airport,33.87118,10.775145,68,,Africa/Tunis,DJE,TN,Houmt Souk,Madanin,,AP
DJG,DAAJ,Inedbirenne Airport,24.465279,9.488889,3356,,Africa/Algiers,DJG,DZ,,,,AP
DJH,,Jebel Ali Seaplane Base,24.988889,55.023889,29,,Asia/Dubai,DJH,AE,Jebel Ali,,,AP
DJJ,WAJJ,Sentani Airport,-2.5782397,140.5184882521964,269,https://sentani-airport.co.id/en,Asia/Jayapura,DJJ,ID,Sentani,Papua,,AP
DJM,FCBD,Djambala,-2.515203,14.755771029863677,2493,,Africa/Brazzaville,DJM,CG,,,,AP
DJN,D66,Delta Junction,64.0488787,-145.7171901,1122,,America/Anchorage,DJN,US,,,,AP
DJO,DIDL,Daloa,6.866944,-6.466667,790,,Africa/Abidjan,DJO,CI,Daloa,Haut-Sassandra,,AP
DJU,BIDV,Djupivogur,64.6430303,-14.2775558,16,,Atlantic/Reykjavik,DJU,IS,Reydarfjoerdur,East,,AP
DKA,,Katsina,13.0057213,7.659455216289262,1617,http://www.faannigeria.org/nigeria-airport.php?airport=18,Africa/Lagos,DKA,NG,Katsina,Katsina,,AP
DKI,YDKI,Dunk Island,-17.9371869,146.140759,49,,Australia/Brisbane,DKI,AU,,,,AP
DKK,KDKK,Dunkirk,42.483334,-79.333336,590,,America/New_York,DKK,US,Dunkirk,New York,Chautauqua County,AP
DKL,,Kiwigana Lodge Heliport,59.2416,-122.9222,1272,,America/Vancouver,DKL,CA,,,,AP
DKR,GOOY,Leopold Sedar Senghor International Airport,14.73702885,-17.482709371575325,78,http://www.aeroportdakar.com/,Africa/Dakar,DKR,SN,Mermoz Boabab,Dakar,,AP
DKS,UODD,Dikson,73.51668275,80.37453517180555,121,,Asia/Krasnoyarsk,DKS,RU,Dikson,Krasnoyarskiy,,AP
DKV,YDVR,Docker River,-24.859699650000003,129.12215688442302,1896,,Australia/Darwin,DKV,AU,,,,AP
DLA,FKKD,Douala Airport,4.01357,9.716386661669063,59,,Africa/Douala,DLA,CM,Douala,Littoral,,AP
DLB,,Dalbertis,56.7417,23.8911,32,,Pacific/Port_Moresby,DLB,PG,Olaine,Olaine,,AP
DLC,ZYTL,Dalian Zhoushuizi International Airport,38.96412695,121.54142723753361,62,,Asia/Shanghai,DLC,CN,Dalian,Liaoning,Dalian Shi,AP
DLE,LFGJ,Dole-Jura Airport,47.041742400000004,5.4276467654311045,600,https://www.aeroportdolejura.com/,Europe/Paris,DLE,FR,Choisey,Franche-Comte,Departement du Jura,AP
DLF,KDLF,Laughlin AFB,29.366667,-100.9,1007,http://www.laughlin.af.mil/,America/Chicago,DRT,US,Del Rio,Texas,Val Verde County,AP
DLG,PADL,Dillingham Airport,59.0433568,-158.5112028,75,,America/Anchorage,DLG,US,,,,AP
DLH,KDLH,Duluth International Airport,46.84183845,-92.20329684929376,1450,http://www.duluthairport.com/,America/Chicago,DLH,US,Hermantown,Minnesota,Saint Louis County,AP
DLI,VVDL,Lien Khuong Airport,11.75042785,108.3611709269135,3100,,Asia/Ho_Chi_Minh,DLI,VN,Duc Trong,Lam Dong,,AP
DLK,YDLK,Dulkaninna,-29.016666,139.46666,68,,Australia/Adelaide,DLK,AU,,,,AP
DLL,KDLC,Dillon,34.416668,-79.36667,164,,America/New_York,DLL,US,Dillon,South Carolina,Dillon County,AP
DLM,LTBS,Dalaman Airport,36.71183085,28.785783840398203,16,,Europe/Istanbul,DLM,TR,Dalaman,Mugla,,AP
DLN,KDLN,Dillon,45.216667,-112.63333,5091,,America/Denver,DLN,US,Dillon,Montana,Beaverhead County,AP
DLO,,Dolomi,55.122223,-132.05,0,,America/Sitka,DLO,US,,,,AP
DLR,,Dalnerechensk Airport,45.8783,133.7363,282,,Asia/Vladivostok,DLR,RU,Dal'nerechensk,Primorskiy,,AP
DLS,KDLS,Columbia Gorge Regional/The Dalles Municipal Airport,45.6,-121.166664,85,http://www.columbiagorgeairport.com/,America/Los_Angeles,DLS,US,The Dalles,Oregon,Wasco County,AP
DLU,ZPDL,Dali Airport,25.6498551,100.31988697229497,7020,,Asia/Shanghai,DLU,CN,Dali,Yunnan,,AP
DLV,YDLV,Delissaville,-12.566667,130.63333,134,,Australia/Darwin,DLV,AU,Larrakeyah,Northern Territory,Darwin,AP
DLY,NVVD,Dillons Bay,-18.7,169.15,423,,Pacific/Efate,DLY,VU,,,,AP
DLZ,ZMDZ,Dalanzadgad,43.966667,104.683334,5147,,Asia/Ulaanbaatar,DLZ,MN,Ogoomor,OEmnoegovi,,AP
DMA,KDMA,Davis Monthan AFB,32.17079565,-110.86990239630313,2683,,America/Phoenix,TUS,US,Tucson,Arizona,Pima County,AP
DMB,UADD,Jambyl Airport,42.9,71.36667,2047,,Asia/Almaty,DMB,KZ,Taraz,Zhambyl,,AP
DMD,YDMG,Doomadgee Airport,-17.936965049999998,138.81453566389803,150,,Australia/Brisbane,DMD,AU,,,,AP
DME,UUDD,Moscow Domodedovo Airport,55.40912105,37.904166212415895,534,http://www.domodedovo.ru/en/,Europe/Moscow,MOW,RU,Yakovlevskoye,Moskovskaya,,AP
DMK,VTBD,Don Mueang International Airport,13.9122207,100.60353142390704,39,http://www2.airportthai.co.th/airportnew/bangkok/index.asp?lang=en,Asia/Bangkok,BKK,TH,Don Mueang,Bangkok,,AP
DMM,OEDF,King Fahd International Airport,26.467396649999998,49.79887844079486,108,,Asia/Riyadh,DMM,SA,Al Awjam,Eastern Province,,AP
DMN,KDMN,Deming,32.2623094,-107.7205839,4288,http://www.cityofdeming.org/deming-community/municipal-airport,America/Denver,DMN,US,Deming,New Mexico,Luna County,AP
DMO,KDMO,Sedalia,38.709028450000005,-93.1753328280421,885,http://ci.sedalia.mo.us/content/198/224/default.aspx,America/Chicago,DMO,US,Sedalia,Missouri,Pettis County,AP
DMR,,Dhamar,14.533333,44.433334,7969,,Asia/Aden,DMR,YE,Dhamar,Dhamar,Madinat Dhamar,AP
DMT,SWDM,Diamantino,-14.5,-56.5,744,,America/Cuiaba,DMT,BR,,,,AP
DMU,VEMR,Dimapur Airport,25.88526825,93.76774143023712,433,,Asia/Kolkata,DMU,IN,Dimapur,Nagaland,Dimapur,AP
DNA,RODN,Kadena AB,26.3555999,127.7675,62,,Asia/Tokyo,OKA,JP,Okinawa,Okinawa,,AP
DNB,YDBR,Dunbar,-16.010834,142.39055,177,,Australia/Brisbane,DNB,AU,,,,AP
DND,EGPN,Dundee Airport,56.4526716,-3.026040420149899,22,http://www.hial.co.uk/dundee-airport.html,Europe/London,DND,GB,,,,AP
DNE,,Dallas North Airport,32.75,-97.38333,656,,America/Chicago,DFW,US,Westworth,Texas,Tarrant County,AP
DNF,,Martuba,32.55,22.766666,1026,,Africa/Tripoli,DNF,LY,Darnah,Darnah,,AP
DNG,YDGN,Doongan,-15.3894937,126.2993393,1295,,Australia/Perth,DNG,AU,,,,AP
DNH,ZLDH,Dunhuang Airport,40.2,94.683334,3704,,Asia/Shanghai,DNH,CN,,,,AP
DNI,HSWD,Wad Medani,14.383801,33.5273548,1341,,Africa/Khartoum,DNI,SD,Wad Medani,Al Jazirah,,AP
DNK,UKDD,Dnepropetrovsk International Airport,48.3612473,35.09662173364201,488,,Europe/Kiev,DNK,UA,Aviatorskoe,Dnipropetrovsk,,AP
DNL,KDNL,Daniel Field,33.466667,-81.96667,127,http://www.augustaga.gov/index.aspx?NID=486,America/New_York,AGS,US,Augusta,Georgia,Richmond County,AP
DNM,,Denham,-25.8975961,113.57594702287881,200,,Australia/Perth,DNM,AU,,,,AP
DNN,KDNN,Municipal,34.766666,-84.96667,764,,America/New_York,DNN,US,,,,AP
DNO,SWDN,Dianopolis,-11.5953999,-46.8466988,2365,,America/Araguaina,DNO,BR,Taguatinga,Tocantins,Taguatinga,AP
DNP,VNDG,Dang,28.1121283,82.2903094,2027,,Asia/Kathmandu,DNP,NP,,,,AP
DNQ,YDLQ,Deniliquin,-35.556630999999996,144.94788406467342,308,http://www.deniliquin.nsw.gov.au/index.php?option=com_content&view=article&id=46786:deniliquin-airport&catid=350&Itemid=1540,Australia/Sydney,DNQ,AU,Deniliquin,New South Wales,Deniliquin,AP
DNR,LFRD,Pleurtuit Airport,48.587776,-2.083611,193,,Europe/Paris,DNR,FR,Pleurtuit,Brittany,Departement d'Ille-et-Vilaine,AP
DNS,KDNS,Municipal,42.016666,-95.35,1266,http://www.denisonia.com/community/airport.asp,America/Chicago,DNS,US,Denison,Iowa,Crawford County,AP
DNT,,Downtown Heliport,33.766666,-117.86667,78,,America/Los_Angeles,SNA,US,Santa Ana,California,Orange County,AP
DNU,AYDN,Dinangat,-6.154976,146.67773660731413,5216,,Pacific/Port_Moresby,DNU,PG,,,,AP
DNV,KDNV,Vermilion County,40.2003859,-87.59618325590233,672,http://vrairport.com/,America/Chicago,DNV,US,Danville,Illinois,Vermilion County,AP
DNX,HSGG,Galegu,14.1,33.066666,1440,,Africa/Khartoum,DNX,SD,Kinana,Sinnar,,AP
DNZ,LTAY,Cardak Airport,37.78603475,29.697340303657736,2778,,Europe/Istanbul,DNZ,TR,Cardak,Denizli,,AP
DOA,,Doany,-14.3681002,49.5107994,1204,,Indian/Antananarivo,DOA,MG,,,,AP
DOB,WAPD,Dobo Airport,-5.75,134.0,0,,Asia/Jayapura,DOB,ID,,,,AP
DOC,EGZJ,Dornoch,57.868827,-4.023288,32,http://www.dornochairfield.com/,Europe/London,DOC,GB,Dornoch,Scotland,Highland,AP
DOD,HTDO,Dodoma Airport,-6.1700681500000005,35.754430618763045,3622,,Africa/Dar_es_Salaam,DOD,TZ,Dodoma,Dodoma,,AP
DOE,SMDJ,Djoemoe,4.016667,-55.483334,288,,America/Paramaribo,DOE,SR,,,,AP
DOF,,Dora Bay,55.2125,-132.26666,0,,America/Sitka,DOF,US,,,,AP
DOG,HSDN,Dongola,19.1533534,30.43057893663059,702,,Africa/Khartoum,DOG,SD,Dongola,Northern State,,AP
DOH,OTHH,Hamad International Airport,25.267569,51.558067,78,http://dohahamadairport.com/,Asia/Qatar,DOH,QA,Doha,Baladiyat ad Dawhah,,AP
DOI,AYDO,Doini,-10.701181250000001,150.7230841868182,32,,Pacific/Port_Moresby,DOI,PG,,,,AP
DOK,UKCC,Donetsk International Airport,48.0713952,37.74079599426868,757,http://airport.dn.ua/,Europe/Kiev,DOK,UA,Avdiyivka,Donetsk,,AP
DOL,LFRG,Saint Gatien Airport,49.362778,0.164167,462,,Europe/Paris,DOL,FR,Saint-Gatien-des-Bois,Lower Normandy,Departement du Calvados,AP
DOM,TDPD,Melville Hall Airport,15.546485449999999,-61.302080403796325,72,,America/Dominica,DOM,DM,,,,AP
DON,MGDL,Dos Lagunas,17.633333,-89.666664,1049,,America/Guatemala,DON,GT,,,,AP
DOO,AYDR,Dorobisoro,-9.266667,147.55,2247,,Pacific/Port_Moresby,DOO,PG,,,,AP
DOP,VNDP,Dolpa,28.9853814,82.81900213950593,8182,,Asia/Kathmandu,DOP,NP,,,,AP
DOR,DFEE,Dori,14.0261569,-0.0650342,918,,Africa/Ouagadougou,DOR,BF,Dori,Sahel,Province du Seno,AP
DOS,,Dios,-5.533333,154.83333,298,,Pacific/Port_Moresby,DOS,PG,,,,AP
DOU,SBDO,Dourados Airport,-22.20140635,-54.92640220192091,1423,,America/Campo_Grande,DOU,BR,Dourados,Mato Grosso do Sul,Dourados,AP
DOV,KDOV,Dover AFB,39.128304799999995,-75.46791931717073,22,http://www.dover.af.mil/,America/New_York,DOV,US,Dover Base Housing,Delaware,Kent County,AP
DOX,YDRA,Dongara,-29.25,114.933334,13,,Australia/Perth,DOX,AU,,,,AP
DOY,ZSDY,Dongying Airport,37.5027216,118.78642878231656,29,,Asia/Shanghai,DOY,CN,Shengli,Shandong Sheng,,AP
DPA,KDPA,DuPage Airport,41.90513465,-88.25218333266092,731,http://www.dupageairport.com/,America/Chicago,CHI,US,Wayne,Illinois,DuPage County,AP
DPB,SCBI,Pampa Guanaco Airport,-54.05,-68.808333,505,,America/Santiago,DPB,CL,,,,AP
DPE,LFAB,Dieppe,49.961388,1.241111,390,,Europe/Paris,DPE,FR,Saint-Martin-en-Campagne,Haute-Normandie,Departement de la Seine-Maritime,AP
DPG,KDPG,Michael AAF,40.233334,-112.75,4908,,America/Denver,DPG,US,Grantsville,Utah,Tooele County,AP
DPK,,Deer Park,41.0,-73.53333,0,,America/New_York,DPK,US,Old Greenwich,Connecticut,Fairfield County,AP
DPL,RPMG,Dipolog Airport,8.602411799999999,123.34199697345741,29,http://www.dipologcity.com/AccommodationsDipolog%20Airport.htm,Asia/Manila,DPL,PH,Dipolog,Zamboanga Peninsula,Province of Zamboanga del Norte,AP
DPO,YDPO,Devonport Airport,-41.1717979,146.42759229572462,29,http://www.tasports.com.au/infrastructure/devonport_airport.html,Australia/Hobart,DPO,AU,,,,AP
DPP,,Datia Airport,25.649972,78.503167,779,,Asia/Kolkata,DPP,IN,,,,AP
DPS,WADD,Ngurah Rai International Airport,-8.7458582,115.16733897840365,36,http://www.angkasapura1.co.id/eng/location/bali.htm,Asia/Makassar,DPS,ID,Kelanabian,Bali,,AP
DPT,UEBD,Deputatsky,69.39220535000001,139.88914014647418,889,,Asia/Yakutsk,DPT,RU,Deputatsky,Sakha,Ust'-Yanskiy Rayon,AP
DPU,,Dumpu,-5.883333,145.75,987,,Pacific/Port_Moresby,DPU,PG,,,,AP
DQA,ZYDQ,Daqing Shi Airport,46.58736,125.22841,396,,Asia/Shanghai,DQA,CN,Wolitun,Heilongjiang Sheng,,AP
DQM,OODQ,Duqm International Airport,19.502193249999998,57.64392817085982,367,http://www.omanairports.com/,Asia/Muscat,DQM,OM,,,,AP
DRA,KDRA,Desert Rock,36.666668,-115.96667,4261,,America/Los_Angeles,DRA,US,,,,AP
DRB,YDBY,Derby,-17.3719837,123.66251856898089,32,,Australia/Perth,DRB,AU,,,,AP
DRC,,Dirico,-17.833332,20.7,3589,,Africa/Luanda,DRC,AO,,,,AP
DRD,YDOR,Dorunda Station,-16.5,142.33333,160,,Australia/Brisbane,DRD,AU,,,,AP
DRE,KDRM,Drummond Island,46.0096005,-83.7414303,666,,America/Detroit,DRE,US,,,,AP
DRF,3AK5,Drift River,60.5886111,-152.1619444,32,,America/Anchorage,DRF,US,,,,AP
DRG,PADE,Deering Airport,66.0685517,-162.7661743,45,,America/Nome,DRG,US,,,,AP
DRH,WAJC,Dabra,-3.25,138.56667,190,,Asia/Jayapura,DRH,ID,Dabra,Papua,,AP
